State,length,weight,lake
SD,334,367,4
SD,335,322,4
SD,335,334,4
SD,335,394,4
SD,336,324,4
SD,336,355,4
SD,337,400,4
SD,338,393,4
SD,339,334,4
SD,339,368,4
SD,339,380,4
SD,340,326,4
SD,340,328,4
SD,340,394,4
SD,341,355,4
SD,342,402,4
SD,344,407,4
SD,344,409,4
SD,348,384,4
SD,348,389,4
SD,349,416,4
SD,349,425,4
SD,350,379,4
SD,350,406,4
SD,352,459,4
SD,353,407,4
SD,353,421,4
SD,355,413,4
SD,357,470,4
SD,366,399,4
SD,369,528,4
SD,370,482,4
SD,372,505,4
SD,373,493,4
SD,373,495,4
SD,374,484,4
SD,374,513,4
SD,375,435,4
SD,375,514,4
SD,376,493,4
SD,377,508,4
SD,378,477,4
SD,381,485,4
SD,381,574,4
SD,382,528,4
SD,382,534,4
SD,385,498,4
SD,385,508,4
SD,385,540,4
SD,387,517,4
SD,388,514,4
SD,388,546,4
SD,388,560,4
SD,389,502,4
SD,389,524,4
SD,390,585,4
SD,391,576,4
SD,392,563,4
SD,392,580,4
SD,393,533,4
SD,393,539,4
SD,393,544,4
SD,395,582,4
SD,396,546,4
SD,397,479,4
SD,398,632,4
SD,399,604,4
SD,400,577,4
SD,400,585,4
SD,400,585,4
SD,400,603,4
SD,402,554,4
SD,402,669,4
SD,403,578,4
SD,405,748,4
SD,407,638,4
SD,408,599,4
SD,408,607,4
SD,408,618,4
SD,409,597,4
SD,409,602,4
SD,409,821,4
SD,410,649,4
SD,410,671,4
SD,411,704,4
SD,411,736,4
SD,412,716,4
SD,412,724,4
SD,414,654,4
SD,415,633,4
SD,415,635,4
SD,415,671,4
SD,416,631,4
SD,416,663,4
SD,416,772,4
SD,418,690,4
SD,420,692,4
SD,420,783,4
SD,421,670,4
SD,423,728,4
SD,424,756,4
SD,425,683,4
SD,425,714,4
SD,425,807,4
SD,425,856,4
SD,426,768,4
SD,427,839,4
SD,427,846,4
SD,428,727,4
SD,430,829,4
SD,430,847,4
SD,433,766,4
SD,434,881,4
SD,435,740,4
SD,435,830,4
SD,436,861,4
SD,440,850,4
SD,440,897,4
SD,441,824,4
SD,441,891,4
SD,442,899,4
SD,442,933,4
SD,443,982,4
SD,443,994,4
SD,443,1000,4
SD,444,830,4
SD,444,874,4
SD,444,900,4
SD,445,946,4
SD,445,1087,4
SD,447,853,4
SD,448,860,4
SD,448,947,4
SD,449,937,4
SD,451,1063,4
SD,453,953,4
SD,455,943,4
SD,455,971,4
SD,458,986,4
SD,458,1073,4
SD,460,1259,4
SD,461,1034,4
SD,463,1064,4
SD,464,1133,4
SD,465,953,4
SD,465,1041,4
SD,465,1064,4
SD,466,1048,4
SD,466,1200,4
SD,468,1132,4
SD,469,1206,4
SD,470,1068,4
SD,470,1074,4
SD,471,1117,4
SD,472,1031,4
SD,472,1048,4
SD,472,1050,4
SD,472,1054,4
SD,475,1097,4
SD,477,1027,4
SD,477,1043,4
SD,477,1264,4
SD,478,1053,4
SD,478,1096,4
SD,478,1194,4
SD,478,1222,4
SD,479,1012,4
SD,479,1054,4
SD,479,1214,4
SD,479,1220,4
SD,480,1152,4
SD,481,1039,4
SD,482,1208,4
SD,484,1178,4
SD,485,1534,4
SD,486,1263,4
SD,488,1145,4
SD,489,1240,4
SD,490,1329,4
SD,492,1400,4
SD,496,1274,4
SD,496,1341,4
SD,498,1205,4
SD,501,1485,4
SD,502,1297,4
SD,503,1260,4
SD,504,1190,4
SD,504,1195,4
SD,505,1267,4
SD,506,1434,4
SD,511,1452,4
SD,512,1379,4
SD,512,1416,4
SD,513,1360,4
SD,513,1361,4
SD,520,1492,4
SD,521,1457,4
SD,522,1560,4
SD,523,1342,4
SD,528,1503,4
SD,528,1531,4
SD,530,1608,4
SD,537,1919,4
SD,540,1770,4
SD,542,1835,4
SD,547,1589,4
SD,560,2156,4
SD,570,2116,4
SD,580,1829,4
SD,587,2344,4
SD,660,3207,4
SD,242,122,13
SD,250,129,13
SD,252,146,13
SD,254,139,13
SD,254,153,13
SD,254,166,13
SD,254,167,13
SD,255,161,13
SD,255,167,13
SD,255,183,13
SD,256,151,13
SD,256,159,13
SD,257,150,13
SD,257,158,13
SD,258,171,13
SD,260,156,13
SD,262,165,13
SD,262,185,13
SD,263,169,13
SD,269,165,13
SD,269,194,13
SD,274,177,13
SD,278,189,13
SD,280,216,13
SD,322,366,13
SD,329,334,13
SD,334,352,13
SD,338,362,13
SD,339,331,13
SD,343,397,13
SD,343,407,13
SD,346,377,13
SD,346,382,13
SD,351,427,13
SD,352,432,13
SD,356,451,13
SD,356,455,13
SD,359,432,13
SD,361,465,13
SD,362,428,13
SD,362,461,13
SD,362,475,13
SD,364,465,13
SD,365,462,13
SD,368,525,13
SD,371,463,13
SD,374,512,13
SD,374,516,13
SD,378,539,13
SD,380,549,13
SD,381,603,13
SD,383,485,13
SD,385,564,13
SD,386,507,13
SD,386,544,13
SD,386,573,13
SD,386,595,13
SD,388,603,13
SD,388,605,13
SD,389,544,13
SD,389,555,13
SD,389,620,13
SD,391,558,13
SD,392,567,13
SD,395,602,13
SD,396,603,13
SD,397,600,13
SD,398,625,13
SD,398,647,13
SD,398,670,13
SD,399,620,13
SD,400,656,13
SD,401,591,13
SD,402,591,13
SD,402,635,13
SD,402,639,13
SD,404,648,13
SD,406,712,13
SD,407,691,13
SD,408,684,13
SD,410,638,13
SD,410,671,13
SD,410,722,13
SD,411,662,13
SD,411,674,13
SD,411,696,13
SD,412,623,13
SD,413,695,13
SD,414,693,13
SD,414,708,13
SD,415,791,13
SD,416,738,13
SD,418,675,13
SD,419,739,13
SD,420,653,13
SD,420,689,13
SD,420,808,13
SD,420,813,13
SD,421,667,13
SD,422,727,13
SD,422,832,13
SD,423,701,13
SD,423,727,13
SD,423,890,13
SD,424,794,13
SD,425,712,13
SD,428,730,13
SD,429,772,13
SD,429,805,13
SD,429,806,13
SD,431,807,13
SD,432,777,13
SD,432,786,13
SD,433,766,13
SD,433,772,13
SD,433,827,13
SD,433,839,13
SD,434,799,13
SD,434,825,13
SD,435,817,13
SD,435,829,13
SD,437,833,13
SD,437,834,13
SD,438,774,13
SD,440,853,13
SD,441,758,13
SD,441,820,13
SD,441,822,13
SD,441,835,13
SD,441,913,13
SD,442,828,13
SD,443,923,13
SD,444,854,13
SD,444,873,13
SD,445,821,13
SD,446,855,13
SD,446,856,13
SD,446,872,13
SD,446,913,13
SD,446,930,13
SD,447,909,13
SD,448,874,13
SD,449,868,13
SD,449,897,13
SD,450,817,13
SD,450,889,13
SD,450,1016,13
SD,451,939,13
SD,452,893,13
SD,452,903,13
SD,452,943,13
SD,454,867,13
SD,454,905,13
SD,454,916,13
SD,455,852,13
SD,456,812,13
SD,456,925,13
SD,456,1001,13
SD,458,934,13
SD,459,837,13
SD,459,960,13
SD,459,1030,13
SD,460,949,13
SD,461,919,13
SD,461,972,13
SD,461,976,13
SD,461,1053,13
SD,462,1035,13
SD,463,970,13
SD,463,971,13
SD,463,985,13
SD,463,1038,13
SD,464,946,13
SD,464,1035,13
SD,464,1075,13
SD,465,955,13
SD,465,1008,13
SD,466,1038,13
SD,466,1114,13
SD,467,945,13
SD,468,921,13
SD,470,985,13
SD,471,1163,13
SD,472,997,13
SD,472,1010,13
SD,472,1019,13
SD,472,1090,13
SD,473,1093,13
SD,473,1101,13
SD,474,1016,13
SD,474,1024,13
SD,474,1051,13
SD,475,924,13
SD,475,1067,13
SD,475,1079,13
SD,476,957,13
SD,476,1057,13
SD,476,1124,13
SD,478,1091,13
SD,479,1088,13
SD,479,1102,13
SD,479,1113,13
SD,480,1120,13
SD,480,1139,13
SD,481,1044,13
SD,481,1094,13
SD,481,1170,13
SD,481,1177,13
SD,482,1109,13
SD,482,1223,13
SD,482,1262,13
SD,483,1109,13
SD,483,1124,13
SD,484,1116,13
SD,484,1134,13
SD,486,1158,13
SD,486,1183,13
SD,487,1053,13
SD,487,1061,13
SD,487,1218,13
SD,488,1116,13
SD,489,1058,13
SD,490,1008,13
SD,490,1141,13
SD,492,1179,13
SD,492,1204,13
SD,492,1290,13
SD,496,1219,13
SD,499,1189,13
SD,503,1286,13
SD,504,1454,13
SD,505,1192,13
SD,506,1290,13
SD,506,1775,13
SD,507,1479,13
SD,509,1402,13
SD,510,1177,13
SD,511,1309,13
SD,518,1330,13
SD,519,1212,13
SD,520,1359,13
SD,520,1511,13
SD,521,1434,13
SD,522,1476,13
SD,522,1516,13
SD,523,1325,13
SD,523,1359,13
SD,524,1522,13
SD,525,1591,13
SD,529,1357,13
SD,530,1442,13
SD,532,1335,13
SD,532,1443,13
SD,534,1496,13
SD,536,1539,13
SD,537,1605,13
SD,539,1386,13
SD,539,1480,13
SD,539,1590,13
SD,539,1717,13
SD,540,1434,13
SD,543,1467,13
SD,545,1454,13
SD,548,1753,13
SD,554,1581,13
SD,554,1594,13
SD,554,1641,13
SD,556,1610,13
SD,560,1593,13
SD,560,1609,13
SD,560,2004,13
SD,562,1614,13
SD,562,1954,13
SD,565,1774,13
SD,575,2031,13
SD,576,1864,13
SD,578,1982,13
SD,600,2070,13
SD,604,2065,13
SD,654,3012,13
SD,118,11,25
SD,122,12,25
SD,124,13,25
SD,125,13,25
SD,125,13,25
SD,132,19,25
SD,133,18,25
SD,133,20,25
SD,134,18,25
SD,135,16,25
SD,135,18,25
SD,135,18,25
SD,135,19,25
SD,136,14,25
SD,136,19,25
SD,137,21,25
SD,138,15,25
SD,138,15,25
SD,138,16,25
SD,138,17,25
SD,138,17,25
SD,138,18,25
SD,138,18,25
SD,138,18,25
SD,138,19,25
SD,138,22,25
SD,139,17,25
SD,139,19,25
SD,140,17,25
SD,140,18,25
SD,140,20,25
SD,140,20,25
SD,141,19,25
SD,141,20,25
SD,141,24,25
SD,143,20,25
SD,143,21,25
SD,143,21,25
SD,143,22,25
SD,143,23,25
SD,145,21,25
SD,145,22,25
SD,145,23,25
SD,145,23,25
SD,147,25,25
SD,148,19,25
SD,148,21,25
SD,148,26,25
SD,149,27,25
SD,150,23,25
SD,150,23,25
SD,150,24,25
SD,150,25,25
SD,150,25,25
SD,150,27,25
SD,150,33,25
SD,152,26,25
SD,152,29,25
SD,153,19,25
SD,153,24,25
SD,153,24,25
SD,154,24,25
SD,154,34,25
SD,155,22,25
SD,156,28,25
SD,157,23,25
SD,157,25,25
SD,157,30,25
SD,158,21,25
SD,160,29,25
SD,160,30,25
SD,162,32,25
SD,162,36,25
SD,167,32,25
SD,168,36,25
SD,168,44,25
SD,170,34,25
SD,170,38,25
SD,172,37,25
SD,176,43,25
SD,176,43,25
SD,177,41,25
SD,178,44,25
SD,186,51,25
SD,198,67,25
SD,199,64,25
SD,221,89,25
SD,229,88,25
SD,238,89,25
SD,243,108,25
SD,302,245,25
SD,308,260,25
SD,315,272,25
SD,317,275,25
SD,318,269,25
SD,327,306,25
SD,333,366,25
SD,334,308,25
SD,334,314,25
SD,352,396,25
SD,355,416,25
SD,356,393,25
SD,363,403,25
SD,407,567,25
SD,415,671,25
SD,455,914,25
SD,464,927,25
SD,475,1056,25
SD,480,1003,25
SD,491,1230,25
SD,502,1148,25
SD,502,1307,25
SD,504,1263,25
SD,511,1275,25
SD,512,1297,25
SD,522,1399,25
SD,527,1608,25
SD,530,1464,25
SD,534,1383,25
SD,536,1618,25
SD,541,1570,25
SD,552,1598,25
SD,556,1520,25
SD,558,1840,25
SD,572,1897,25
SD,600,2603,25
SD,604,2464,25
SD,616,2402,25
SD,630,2468,25
SD,632,2420,25
SD,639,2832,25
SD,650,2773,25
SD,650,2826,25
SD,658,2710,25
SD,662,2752,25
SD,679,3201,25
SD,684,2953,25
SD,684,3130,25
SD,687,3470,25
SD,704,3137,25
